year,player,pos,age,mp
1953,Mark Workman,PF,22,1030
1953,Mark Workman,PF,22,29
1953,Mark Workman,F-C,22,1001
1953,Max Zaslofsky,SG,27,722
1953,Zeke Zawoluk,PF,22,622
1954,Don Ackerman,PG,23,220
1954,Don Asmonga,G,25,46
1954,Jim Baechtold,SF,26,1627
1954,Don Barksdale,PF,30,1358
1954,Leo Barnhorst,SF,29,2064
1954,Leo Barnhorst,SF,29,1879
1954,Leo Barnhorst,SF,29,185
1954,Ernie Barrett,SG,24,641
1954,Ernie Beck,SG,22,422
1954,Irv Bemoras,SF,23,1496
1954,Bill Bolger,SF,22,202
1954,Vince Boryla,SF,26,1522
1954,Bob Brannum,PF,27,1729
1954,Carl Braun,SG,26,2373
1954,Frankie Brian,SG,30,973
1954,Bill Calhoun,SF,26,2370
1954,Cal Christensen,SF,26,1654
1954,Nat Clifton,PF,31,2179
1954,Jack Coleman,PF,29,2377
1954,Chuck Cooper,SF,27,1101
1954,Bob Cousy,PG,25,2857
1954,Bob Davies,PG,34,2137
1954,Walt Davis,PF,23,1568
1954,Bob Donham,SG,27,1451
1954,Gene Dyker,F,23,91
1954,Ed Earle,PF,26,12
1954,Ray Felix,C,23,2672
1954,Danny Finn,PG,25,1562
1954,Larry Foust,C,25,2693
1954,Jim Fritsche,PF,22,1221
1954,Jim Fritsche,PF,22,8
1954,Jim Fritsche,PF,22,1213
1954,Joe Fulks,PF,32,501
1954,Bill Gabor,SG,31,1211
1954,Harry Gallatin,PF,26,2690
1954,Jack George,PG,25,2648
1954,Bato Govedarica,PG,25,258
1954,Joe Graboski,PF,24,2759
1954,Norm Grekin,F,23,1
1954,Alex Hannum,PF,30,1707
1954,Rollen Hans,SG,22,1556
1954,Bob Harris,SF,26,1898
1954,Bob Harrison,SG,26,1443
1954,Bob Harrison,G,26,619
1954,Bob Harrison,SG,26,824
1954,Lew Hitch,PF,24,2452
1954,Paul Hoffman,PG,28,2505
1954,Jim Holstein,SF,23,1155
1954,Red Holzman,PG,33,649
1954,Bob Houbregs,PF,21,1970
1954,Bob Houbregs,C-F,21,166
1954,Bob Houbregs,PF,21,1804
1954,Mel Hutchins,PF,25,2934
1954,Neil Johnston,C,24,3296
1954,Billy Kenville,PG,23,1405
1954,George King,PG,25,2370
1954,Dick Knostman,C,22,47
1954,Bob Lavoy,PF,27,1277
1954,Bob Lavoy,PF,27,125
1954,Bob Lavoy,PF,27,1152
1954,Earl Lloyd,SF,25,2206
1954,Don Lofgran,SF,24,380
1954,Clyde Lovellette,C,24,1255
1954,Jim Luisi,PG,25,367
1954,Ed Macauley,C,25,2792
1954,Mo Mahoney,F,26,11
1954,Slater Martin,PG,28,2472
1954,Al Masino,PG,25,181
1954,Al Masino,PG,25,50
1954,Al Masino,PG,25,131
1954,Alfred McGuire,PG,25,849
1954,Dick McGuire,PG,28,2343
1954,Jack McMahon,PG,25,1891
1954,Monk Meineke,PF,23,1466
1954,Ed Mikan,C,28,71
1954,George Mikan,C,29,2362
1954,Vern Mikkelsen,PF,25,2247
1954,Eddie Miller,C,22,1657
1954,Jack Molinas,SF,22,958
1954,Ken Murray,SG,25,528
1954,Jim Neal,C,23,899
1954,Jack Nichols,PF,27,1607
1954,Jack Nichols,PF,27,356
1954,Jack Nichols,PF,27,1251
1954,Paul Nolen,C,24,2
1954,Mike Novak,PF,38,24
1954,Wally Osterkorn,PF,25,2164
1954,Bob Peterson,F,22,60
1954,Bob Peterson,F,22,36
1954,Bob Peterson,F,22,24
1954,Jim Phelan,G,24,33
1954,Andy Phillip,PG,31,2705
1954,Jim Pollard,SF,31,2483
1954,George Ratkovicz,PF,31,2170
1954,Connie Rea,G-F,23,154
1954,Frank Reddout,F,22,18
1954,Arnie Risen,C,29,2385
1954,Al Roges,SF,23,1937
1954,Pep Saul,SG,29,1805
1954,Fred Schaus,SF,28,1515
1954,Fred Schaus,F,28,272
1954,Fred Schaus,SF,28,1243
1954,Dolph Schayes,C,25,2655
1954,Dick Schnittker,SF,25,1040
1954,Fred Scolari,PG,31,1589
1954,George Senesky,PG,31,771
1954,Paul Seymour,SG,26,2727
1954,Chuck Share,C,26,1576
1954,Chuck Share,C,26,155
1954,Chuck Share,C,26,1421
1954,Bill Sharman,SG,27,2467
1954,Connie Simmons,C,28,2006
1954,Zeke Sinicola,G,25,33
1954,Whitey Skoog,SG,27,1877
1954,Ed Smith,SF,24,127
1954,Joe Smyth,SF,24,495
1954,Joe Smyth,SF,24,59
1954,Joe Smyth,SF,24,436
1954,Odie Spears,SF,29,1633
1954,Don Sunderlage,SG,24,2232
1954,Dick Surhoff,PF,24,358
1954,Norm Swanson,SF,23,611
1954,Bill Tosheff,PG,27,1825
1954,Hal Uplinger,SG,24,268
1954,Ernie Vandeweghe,SG,25,271
1954,Paul Walther,SG,26,2067
1954,Isaac Walthour,G,23,30
1954,Bobby Wanzer,SG,32,2538
1954,Mark Workman,F-C,23,151
1954,George Yardley,SF,25,1489
1954,Max Zaslofsky,SG,28,1881
1954,Max Zaslofsky,SG,28,418
1954,Max Zaslofsky,SG,28,299
1954,Max Zaslofsky,SG,28,1164
1954,Zeke Zawoluk,SF,23,1795
1955,Don Anielak,F,24,10
1955,Paul Arizin,SF,26,2953
1955,Jim Baechtold,SF,27,2536
1955,Don Barksdale,SF,31,1790
1955,Bob Brannum,PF,28,1623
1955,Carl Braun,SG,27,2479
1955,Tom Brennan,SF,24,52
1955,Frankie Brian,SG,31,1381
1955,Bill Calhoun,SG,27,2109
1955,Bob Carney,SG,22,244
1955,Fred Christ,G,24,48
1955,Cal Christensen,SF,27,1204
1955,Nat Clifton,PF,32,2390
1955,Jack Coleman,PF,30,2482
1955,Bert Cook,SG,25,424
1955,Chuck Cooper,PF,28,1749
1955,Larry Costello,PG,23,463
1955,Bob Cousy,PG,26,2747
1955,Bob Davies,PG,35,1870
1955,Walt Davis,C,24,766
1955,George Dempsey,SG,25,1387
1955,Fred Diute,SG,26,72
1955,Dick Farley,SG,22,1113
1955,Ray Felix,C,24,2024
1955,Danny Finn,PG,26,820
1955,Larry Foust,C,26,2264
1955,Jim Fritsche,PF,23,151
1955,Bill Gabor,SG,32,47
1955,Harry Gallatin,PF,27,2548
1955,Jack George,PG,26,2480
1955,Joe Graboski,PF,25,2515
1955,Chuck Grigsby,G,26,45
1955,Alex Hannum,PF,31,1088
1955,Rollen Hans,SG,23,178
1955,Bob Harrison,PG,27,2300
1955,Herm Hedderick,G,25,23
1955,Don Henriksen,PF,25,1664
1955,Don Henriksen,F-C,25,429
1955,Don Henriksen,PF,25,1235
1955,Lew Hitch,PF,25,1774
1955,Lew Hitch,PF,25,1451
1955,Lew Hitch,PF,25,323
1955,Paul Hoffman,SG,29,670
1955,Paul Hoffman,G-F,29,281
1955,Paul Hoffman,G-F,29,268
1955,Paul Hoffman,SG,29,121
1955,Jim Holstein,SF,24,980
1955,Bob Houbregs,C,22,1326
1955,Bob Houbregs,C-F,22,300
1955,Bob Houbregs,C,22,15
1955,Bob Houbregs,C,22,1011
1955,Mel Hutchins,PF,26,2860
1955,Neil Johnston,C,25,2917
1955,Ed Kalafat,PF,22,1102
1955,Mike Kearns,PG,25,25
1955,Billy Kenville,SG,24,1380
1955,Red Kerr,C,22,1529
1955,Dan King,F,24,103
1955,George King,PG,26,2015
1955,Bob Knight,G-F,25,29
1955,Earl Lloyd,SF,26,2212
1955,Clyde Lovellette,C,25,2361
1955,Ed Macauley,C,26,2706
1955,Ronnie MacGilvray,PG,24,57
1955,Tom Marshall,SF,24,1337
1955,Phil Martin,SF,26,47
1955,Slater Martin,PG,29,2784
1955,Ken McBride,SG,25,249
1955,Alfred McGuire,PG,26,98
1955,Dick McGuire,PG,29,2310
1955,Jack McMahon,PG,26,1807
1955,Carl McNulty,SG,24,14
1955,Monk Meineke,PF,24,1026
1955,Vern Mikkelsen,PF,26,2559
1955,Jackie Moore,SF,22,376
1955,Jackie Moore,SF,22,5
1955,Jackie Moore,SF,22,13
1955,Jackie Moore,SF,22,353
1955,Red Morrison,C,22,1227
1955,Ken Murray,SG,26,1590
1955,Ken Murray,SG,26,134
1955,Ken Murray,SG,26,1456
1955,Boris Nachamkin,F,21,59
1955,Jim Neal,C,24,194
1955,Jack Nichols,PF,28,1910
1955,Wally Osterkorn,SF,26,286
1955,Togo Palazzi,SG,22,504
1955,Bob Peterson,PF,23,503
1955,Bob Pettit,PF,22,2659
1955,Andy Phillip,PG,32,2332
1955,Jim Pollard,SF,32,1960
1955,Frank Ramsey,SF,23,1754
1955,George Ratkovicz,PF,32,102
1955,Arnie Risen,C,30,1970
1955,Red Rocha,C,31,2473
1955,Al Roges,SG,24,201
1955,Al Roges,G-F,24,159
1955,Al Roges,SG,24,42
1955,Dick Rosenthal,SF,25,1406
1955,Pep Saul,SG,30,1139
1955,Dolph Schayes,PF,26,2526
1955,Dick Schnittker,SF,26,1798
1955,Fred Scolari,PG,32,619
1955,Frank Selvy,SF,22,2668
1955,Frank Selvy,G-F,22,432
1955,Frank Selvy,SF,22,2236
1955,Paul Seymour,SG,27,2950
1955,Chuck Share,C,27,1685
1955,Bill Sharman,SG,28,2453
1955,Gene Shue,PG,23,947
1955,Gene Shue,PG,23,65
1955,Gene Shue,PG,23,882
1955,Connie Simmons,C,29,862
1955,Connie Simmons,C-F,29,355
1955,Connie Simmons,C,29,507
1955,Whitey Skoog,SG,28,2365
1955,Odie Spears,SF,30,1888
1955,Art Spoelstra,C,22,1127
1955,Don Sunderlage,SG,25,404
1955,Jim Tucker,PF,22,287
1955,Jack Turner,SF,24,922
1955,Paul Walther,SG,27,820
1955,Bobby Wanzer,SG,33,2376
1955,Bobby Watson,PG,24,702
1955,Bobby Watson,PG,24,546
1955,Bobby Watson,PG,24,156
1955,Skippy Whitaker,PG,24,15
1955,George Yardley,SF,26,2150
1955,Max Zaslofsky,SG,29,1862
1955,Zeke Zawoluk,PF,24,1117
1956,Paul Arizin,SF,27,2724
1956,Jesse Arnelle,PF,22,409
1956,Dick Atha,SG,24,288
1956,Jim Baechtold,SF,28,1738
1956,Ernie Barrett,SG,26,1451
1956,Ernie Beck,SG,24,1007
1956,Don Bielke,C,23,38
1956,Carl Braun,SG,28,2316
1956,Frankie Brian,PG,32,680
1956,Nat Clifton,PF,33,1537
1956,Jack Coleman,PF,31,2738
1956,Jack Coleman,PF,31,1369
1956,Jack Coleman,PF,31,1369
1956,Ed Conlin,SF,22,1423
1956,Chuck Cooper,SF,29,1144
1956,Chuck Cooper,F,29,574
1956,Chuck Cooper,SF,29,570
1956,Bob Cousy,PG,27,2767
1956,Red Davis,C,23,16
1956,Walt Davis,PF,25,1097
1956,George Dempsey,PG,26,1444
1956,Corky Devlin,SG,24,1535
1956,Walter Dukes,C,25,1290
1956,Dick Farley,SG,23,1429
1956,Ron Feiereisel,G,24,59
1956,Ray Felix,C,25,1702
1956,Al Ferrari,SF,22,1611
1956,Ed Fleming,SG,22,2028
1956,Larry Foust,C,27,2024
1956,Harry Gallatin,SF,28,2378
1956,Dick Garmaker,SG,23,870
1956,Jack George,PG,27,2840
1956,Tom Gola,SG,23,2346
1956,Joe Graboski,PF,26,2375
1956,Alex Hannum,PF,32,1480
1956,Chris Harris,SG,22,420
1956,Chris Harris,SG,22,168
1956,Chris Harris,SG,22,252
1956,Bob Harrison,PG,28,2219
1956,Dick Hemric,PF,22,1329
1956,Larry Hennessy,SG,26,444
1956,Lew Hitch,PF,26,1129
1956,Jim Holstein,SF,25,352
1956,Johnny Horan,F,23,93
1956,Johnny Horan,F,23,43
1956,Johnny Horan,F,23,50
1956,Bob Houbregs,C,23,1535
1956,Mel Hutchins,PF,27,2240
1956,Neil Johnston,C,26,2594
1956,Ed Kalafat,SF,23,1639
1956,Billy Kenville,PG,25,1278
1956,Red Kerr,C,23,2114
1956,George King,PG,27,2343
1956,Earl Lloyd,SF,27,1837
1956,Jim Loscutoff,SF,25,1582
1956,Clyde Lovellette,C,26,2518
1956,Ed Macauley,C,27,2354
1956,Slater Martin,PG,30,2838
1956,Dick McGuire,PG,30,1685
1956,Jack McMahon,PG,27,1713
1956,Jack McMahon,G,27,856
1956,Jack McMahon,PG,27,857
1956,Monk Meineke,PF,25,1248
1956,Chuck Mencel,PG,22,973
1956,George Mikan,C,31,765
1956,Vern Mikkelsen,PF,27,2100
1956,Jackie Moore,SF,23,402
1956,Red Morrison,C,23,910
1956,Jack Nichols,PF,29,1964
1956,Chuck Noble,SG,24,2013
1956,Togo Palazzi,SF,23,703
1956,Med Park,SF,22,424
1956,Bob Peterson,SF,24,779
1956,Bob Pettit,C,23,2794
1956,Andy Phillip,PG,33,2078
1956,Richie Regan,PG,25,1746
1956,Dick Ricketts,PF,22,1943
1956,Dick Ricketts,PF,22,777
1956,Dick Ricketts,PF,22,1166
1956,Arnie Risen,C,31,1597
1956,Red Rocha,C,32,1883
1956,Bob Santini,F,20,23
1956,Bob Schafer,SG,22,578
1956,Bob Schafer,SG,22,82
1956,Bob Schafer,SG,22,496
1956,Dolph Schayes,PF,27,2517
1956,Dick Schnittker,SF,27,1930
1956,Kenny Sears,PF,22,2069
1956,Frank Selvy,SG,23,444
1956,Paul Seymour,SG,28,1826
1956,Chuck Share,C,28,1975
1956,Bill Sharman,SG,29,2698
1956,Gene Shue,PG,24,1750
1956,Connie Simmons,PF,30,903
1956,Whitey Skoog,SG,29,2311
1956,Odie Spears,SF,31,1378
1956,Art Spoelstra,C,23,1640
1956,Jack Stephens,SG,22,2219
1956,Maurice Stokes,C,22,2323
1956,Jim Tucker,PF,23,895
1956,Jack Twyman,SF,21,2186
1956,Ernie Vandeweghe,F-G,27,77
1956,Bobby Wanzer,PG,34,1980
1956,Bob Williams,F,24,173
1956,George Yardley,SF,27,2353
1956,Max Zaslofsky,SG,30,182
1957,Forest Able,G,24,1
1957,Paul Arizin,SF,28,2767
1957,Bob Armstrong,C-F,23,110
1957,Jim Baechtold,SF,29,462
1957,John Barber,F,29,19
1957,Ernie Beck,SG,25,1743
1957,Irv Bemoras,SF,26,983
1957,Gary Bergen,C,24,40
1957,Al Bianchi,PG,24,1577
1957,Carl Braun,PG,29,2345
1957,Bob Burrow,C,22,1028
1957,Nat Clifton,PF,34,2231
1957,Jack Coleman,PF,32,2145
1957,Ed Conlin,SG,23,2250
1957,Larry Costello,PG,25,2111
1957,Bob Cousy,PG,28,2364
1957,Walt Davis,PF,26,1250
1957,George Dempsey,PG,27,1147
1957,Corky Devlin,SG,25,1242
1957,Walter Dukes,C,26,1866
1957,Ray Felix,C,26,1622
1957,Ed Fleming,SG,23,927
1957,Larry Foust,C,28,1533
1957,Harry Gallatin,PF,29,1943
1957,Dick Garmaker,SG,24,2406
1957,Jack George,SG,28,2229
1957,Joe Graboski,PF,27,2501
1957,Si Green,SG,23,423
1957,Richie Guerin,SG,24,1793
1957,Cliff Hagan,SF,25,971
1957,Alex Hannum,PF,33,642
1957,Alex Hannum,PF,33,219
1957,Alex Hannum,PF,33,423
1957,Bob Harrison,SG,29,1810
1957,Bob Harrison,G,29,48
1957,Bob Harrison,SG,29,1762
1957,Tom Heinsohn,PF,22,2150
1957,Dick Hemric,PF,23,1055
1957,Larry Hennessy,SG,27,373
1957,Larry Hennessy,SG,27,25
1957,Larry Hennessy,SG,27,348
1957,Lew Hitch,PF,27,1133
1957,Lew Hitch,PF,27,556
1957,Lew Hitch,PF,27,577
1957,Joe Holup,SF,22,1284
1957,Bob Hopkins,C,22,764
1957,Bob Houbregs,C,24,1592
1957,Mel Hutchins,PF,28,2647
1957,Neil Johnston,C,27,2531
1957,Phil Jordon,C-F,23,91
1957,Ed Kalafat,SF,24,1617
1957,Billy Kenville,SG,26,1701
1957,Red Kerr,C,24,2191
1957,Hal Lear,G,22,14
1957,Slick Leonard,PG,24,1943
1957,Earl Lloyd,SF,28,1965
1957,Jim Loscutoff,SF,26,2220
1957,Clyde Lovellette,C,27,2492
1957,Ed Macauley,PF,28,2582
1957,Tom Marshall,SF,26,460
1957,Slater Martin,PG,31,2401
1957,Slater Martin,PG,31,426
1957,Slater Martin,PG,31,1975
1957,Johnny McCarthy,PG,22,1560
1957,Dick McGuire,PG,31,1191
1957,Jack McMahon,SG,28,2344
1957,Chuck Mencel,PG,23,1848
1957,Vern Mikkelsen,PF,28,2198
1957,Jackie Moore,SF,24,400
1957,Willie Naulls,PF,22,1778
1957,Willie Naulls,F-C,22,438
1957,Willie Naulls,PF,22,1340
1957,Jack Nichols,PF,30,1372
1957,Chuck Noble,SG,25,1260
1957,Togo Palazzi,SF,24,1013
1957,Togo Palazzi,SF,24,233
1957,Togo Palazzi,SF,24,780
1957,Med Park,SG,23,1130
1957,Jim Paxson,SF,24,1274
1957,Bob Pettit,C,24,2491
1957,Andy Phillip,PG,34,1476
1957,Dave Piontek,SF,22,1759
1957,Frank Ramsey,SG,25,807
1957,Jim Ray,G,23,43
1957,Richie Regan,PG,26,2100
1957,Dick Ricketts,C,23,2114
1957,Arnie Risen,C,32,935
1957,Red Rocha,C,33,1154
1957,Dick Rosenthal,SF,27,188
1957,Bill Russell,C,22,1695
1957,Don Savage,F-G,28,55
1957,Bob Schafer,SG,23,167
1957,Dolph Schayes,PF,28,2851
1957,Dick Schnittker,SF,28,997
1957,Kenny Sears,SF,23,2516
1957,Paul Seymour,PG,29,1235
1957,Chuck Share,C,29,1673
1957,Bill Sharman,SG,30,2403
1957,Ron Shavlik,F,23,72
1957,Gene Shue,PG,25,2470
1957,Whitey Skoog,SG,30,656
1957,Ron Sobie,SG,22,1378
1957,Odie Spears,SF,32,118
1957,Odie Spears,SF,32,21
1957,Odie Spears,SF,32,97
1957,Art Spoelstra,C,24,1176
1957,Norm Stewart,F,22,37
1957,Maurice Stokes,PF,23,2761
1957,Bill Thieben,PF,21,633
1957,Lou Tsioropoulos,SF,26,670
1957,Jim Tucker,PF,24,119
1957,Jack Twyman,SG,22,2338
1957,Bobby Wanzer,SG,35,159
1957,Bob Williams,F,25,20
1957,George Yardley,SF,28,2691
1958,Paul Arizin,SF,29,2377
1958,Dick Atha,SG,26,160
1958,Ernie Beck,SG,26,1974
1958,Al Bianchi,SG,25,1421
1958,Doug Bolstorff,G,26,21
1958,Carl Braun,PG,30,2475
1958,George Brown,F,22,6
1958,Bob Burrow,C,23,171
1958,Nat Clifton,PF,35,1435
1958,Jack Coleman,PF,33,1506
1958,Ed Conlin,SF,24,1871
1958,Larry Costello,PG,26,2746
1958,Bob Cousy,PG,29,2222
1958,Walt Davis,PF,27,663
1958,Walt Davis,PF,27,376
1958,Walt Davis,PF,27,287
1958,George Dempsey,PG,28,1048
1958,Corky Devlin,SG,26,1248
1958,Dick Duckett,PG,24,424
1958,Walter Dukes,C,27,2184
1958,Pat Dunn,SG,26,206
1958,Bill Ebben,G,22,50
1958,Bo Erias,SF,25,401
1958,Ray Felix,C,27,1709
1958,Ed Fleming,SF,24,1686
1958,Larry Foust,C,29,2200
1958,Larry Friend,SG,22,569
1958,Harry Gallatin,PF,30,1990
1958,Dick Garmaker,SG,25,2216
1958,Jack George,PG,29,1910
1958,Tom Gola,SG,25,2126
1958,Joe Graboski,PF,28,2077
1958,Richie Guerin,SG,25,2368
1958,Cliff Hagan,SF,26,2190
1958,Bob Harrison,SG,30,1799
1958,Tom Heinsohn,PF,23,2206
1958,Joe Holup,SF,23,740
1958,Joe Holup,SF,23,133
1958,Joe Holup,SF,23,607
1958,Bob Hopkins,PF,23,1224
1958,Bob Houbregs,PF,25,302
1958,Hot Rod Hundley,PG,23,1154
1958,Mel Hutchins,PF,29,384
1958,McCoy Ingram,PF,26,267
1958,Neil Johnston,C,28,2408
1958,Sam Jones,SG,24,594
1958,Phil Jordon,C,24,898
1958,Phil Jordon,C-F,24,75
1958,Phil Jordon,C,24,823
1958,Billy Kenville,SG,27,649
1958,Red Kerr,C,25,2384
1958,George King,PG,29,2272
1958,Jim Krebs,C,22,1259
1958,Slick Leonard,PG,25,2074
1958,Earl Lloyd,SF,29,1045
1958,Jim Loscutoff,SF,27,56
1958,Clyde Lovellette,C,28,2589
1958,Ed Macauley,C,29,1908
1958,Tom Marshall,SF,27,518
1958,Tom Marshall,SF,27,66
1958,Tom Marshall,SF,27,452
1958,Slater Martin,PG,32,2098
1958,Brendan McCann,PG,22,295
1958,Dick McGuire,PG,32,2311
1958,Jack McMahon,SG,29,2239
1958,Monk Meineke,PF,27,792
1958,Vern Mikkelsen,PF,29,2390
1958,Red Morrison,C,25,79
1958,Willie Naulls,SF,23,2369
1958,Jack Nichols,PF,31,1224
1958,Chuck Noble,SG,26,1363
1958,Togo Palazzi,SF,25,1001
1958,Med Park,SG,24,1103
1958,Worthy Patterson,G,26,13
1958,Jerry Paulson,G,22,68
1958,Jim Paxson,SG,25,1795
1958,Bob Pettit,PF,25,2528
1958,Andy Phillip,PG,35,1164
1958,Dave Piontek,SF,23,1032
1958,Ray Radziszewski,F,22,6
1958,Frank Ramsey,SG,26,2047
1958,Richie Regan,SG,27,1648
1958,Dick Ricketts,PF,24,1620
1958,Arnie Risen,C,33,1119
1958,Lennie Rosenbluth,SF,25,373
1958,Bill Russell,C,23,2640
1958,Woody Sauldsberry,PF,23,2377
1958,Dolph Schayes,PF,29,2918
1958,Dick Schnittker,SF,29,979
1958,Kenny Sears,PF,24,2685
1958,Frank Selvy,SG,25,426
1958,Frank Selvy,G-F,25,195
1958,Frank Selvy,SG,25,231
1958,Paul Seymour,PG,30,763
1958,Chuck Share,C,30,1824
1958,Bill Sharman,SG,31,2214
1958,Ron Shavlik,F,24,2
1958,Gene Shue,SG,26,2333
1958,Ron Sobie,PG,23,1399
1958,Guy Sparrow,SF,25,1661
1958,Art Spoelstra,C,25,1305
1958,Art Spoelstra,C,25,1098
1958,Art Spoelstra,C,25,207
1958,Maurice Stokes,PF,24,2460
1958,Bill Thieben,PF,22,243
1958,Lou Tsioropoulos,SF,27,1819
1958,Jack Twyman,SF,23,2178
1958,Charlie Tyra,C,22,1182
1958,Jim Walsh,F,27,72
1958,Win Wilfong,PG,24,1360
1958,George Yardley,SF,29,2843
1959,Paul Arizin,SF,30,2799
1959,Elgin Baylor,SF,24,2855
1959,Ernie Beck,SG,27,1017
1959,Al Bianchi,PG,26,1779
1959,Jerry Bird,F,23,45
1959,Bucky Bockhorn,SG,25,2251
1959,Carl Braun,PG,31,1959
1959,Pete Brennan,F,22,136
1959,Barney Cable,PF,23,271
1959,Gene Conley,PF,28,663
1959,Ed Conlin,SG,25,1955
1959,Ed Conlin,F-G,25,1601
1959,Ed Conlin,SG,25,354
1959,Larry Costello,PG,27,2750
1959,Bob Cousy,PG,30,2403
1959,Archie Dees,PF,22,1252
1959,George Dempsey,PG,29,694
1959,George Dempsey,PG,29,284
1959,George Dempsey,PG,29,410
1959,Connie Dierking,C,22,726
1959,Walter Dukes,C,28,2338
1959,Boo Ellis,PF,22,1202
1959,Wayne Embry,C,21,1590
1959,Dick Farley,SG,26,1280
1959,Mike Farmer,SF,22,1545
1959,Ray Felix,C,28,1588
1959,Al Ferrari,SG,25,1189
1959,Ed Fleming,SG,25,1132
1959,Larry Foust,C,30,1933
1959,Dave Gambee,SF,21,7
1959,Dick Garmaker,SG,26,2493
1959,Jack George,PG,30,1881
1959,Jack George,PG,30,1387
1959,Jack George,PG,30,494
1959,Tom Gola,SG,26,2333
1959,Joe Graboski,PF,29,2482
1959,Si Green,PG,25,1109
1959,Si Green,G-F,25,666
1959,Si Green,PG,25,443
1959,Hal Greer,SG,22,1625
1959,Richie Guerin,SG,26,2558
1959,Cliff Hagan,SF,27,2702
1959,Steve Hamilton,SF,24,847
1959,Vern Hatton,PG,23,1109
1959,Vern Hatton,G,23,657
1959,Vern Hatton,PG,23,452
1959,Tom Heinsohn,PF,24,2089
1959,Joe Holup,SF,24,1502
1959,Bob Hopkins,PF,24,1518
1959,Hot Rod Hundley,PG,24,1664
1959,Andy Johnson,SF,26,1158
1959,Neil Johnston,C,29,393
1959,K.C. Jones,PG,26,609
1959,Sam Jones,SF,25,1466
1959,Phil Jordon,PF,25,2058
1959,Tommy Kearns,G,22,7
1959,Red Kerr,C,26,2671
1959,Jim Krebs,C,23,1578
1959,Slick Leonard,PG,26,1598
1959,Earl Lloyd,SF,30,1796
1959,Jim Loscutoff,SF,28,1680
1959,Clyde Lovellette,C,29,1599
1959,Ed Macauley,C,30,196
1959,Tom Marshall,SF,28,272
1959,Slater Martin,PG,33,2504
1959,Brendan McCann,PG,23,7
1959,Johnny McCarthy,PG,24,1827
1959,Dick McGuire,PG,33,2063
1959,Jack McMahon,SG,30,2235
1959,Shellie McMillon,PF,22,700
1959,Vern Mikkelsen,PF,30,2139
1959,Willie Naulls,SF,24,2061
1959,Chuck Noble,SG,27,939
1959,Togo Palazzi,SF,26,1053
1959,Jim Palmer,C,25,1624
1959,Med Park,SG,25,1126
1959,Med Park,SG,25,228
1959,Med Park,SG,25,898
1959,Jack Parr,C,22,1037
1959,Bob Pettit,PF,26,2873
1959,Dave Piontek,PF,24,1674
1959,Frank Ramsey,SG,27,2013
1959,Hub Reed,C,22,950
1959,Guy Rodgers,PG,23,1565
1959,Phil Rollins,PG,25,691
1959,Phil Rollins,G,25,251
1959,Phil Rollins,PG,25,440
1959,Lennie Rosenbluth,SF,26,205
1959,Bill Russell,C,24,2979
1959,Woody Sauldsberry,C,24,2743
1959,Dolph Schayes,PF,30,2645
1959,Kenny Sears,PF,25,2498
1959,Frank Selvy,SG,26,1448
1959,Paul Seymour,SG,31,266
1959,Chuck Share,C,31,1713
1959,Bill Sharman,SG,32,2382
1959,Gene Shue,PG,27,2745
1959,Ron Sobie,PG,24,857
1959,Guy Sparrow,PF,26,842
1959,Guy Sparrow,F,26,607
1959,Guy Sparrow,PF,26,235
1959,Larry Staverman,PF,22,681
1959,Bennie Swain,PF,25,708
1959,Lou Tsioropoulos,SF,28,488
1959,Jack Twyman,SF,24,2713
1959,Charlie Tyra,C,23,1586
1959,Win Wilfong,PG,25,741
1959,George Yardley,SF,30,1839
1959,George Yardley,SF,30,1419
1959,George Yardley,SF,30,420
1960,Gary Alcorn,C,23,670
1960,Bob Anderegg,SF,22,373
1960,Paul Arizin,SF,31,2618
1960,Dick Barnett,SG,23,1235
1960,Elgin Baylor,SF,25,2873
1960,Ernie Beck,SG,28,809
1960,Whitey Bell,PG,27,449
1960,Al Bianchi,PG,27,1256
1960,Bucky Bockhorn,SG,26,2103
1960,Carl Braun,PG,32,1514
1960,Barney Cable,SF,24,715
1960,Barney Cable,F,24,116
1960,Barney Cable,SF,24,599
1960,Wilt Chamberlain,C,23,3338
1960,Gene Conley,PF,29,1330
1960,Ed Conlin,SG,26,1636
1960,Larry Costello,PG,28,2469
1960,Bob Cousy,PG,31,2588
1960,Archie Dees,PF,23,1244
1960,Connie Dierking,C,23,1119
1960,Walter Dukes,C,29,2140
1960,Boo Ellis,PF,23,671
1960,Wayne Embry,C,22,1594
1960,Mike Farmer,SF,23,1536
1960,Ray Felix,C,29,882
1960,Ray Felix,C,29,186
1960,Ray Felix,C,29,696
1960,Al Ferrari,SG,26,1567
1960,Bob Ferry,C,22,875
1960,Ed Fleming,SG,26,413
1960,Larry Foust,C,31,1964
1960,Larry Foust,C,31,1398
1960,Larry Foust,C,31,566
1960,Dave Gambee,SF,22,656
1960,Dave Gambee,SF,22,445
1960,Dave Gambee,SF,22,211
1960,Dick Garmaker,SG,27,1932
1960,Dick Garmaker,G-F,27,1187
1960,Dick Garmaker,SG,27,745
1960,Jack George,PG,31,1604
1960,Tom Gola,SG,27,2870
1960,Joe Graboski,PF,30,1269
1960,Johnny Green,PF,26,1232
1960,Si Green,PG,26,1354
1960,Hal Greer,SG,23,1979
1960,Gene Guarilia,SF,22,423
1960,Richie Guerin,SG,27,2429
