year,player,pos,age,mp
1986,Dudley Bradley,SG,28,842
1986,Mike Bratz,PG,30,269
1986,Randy Breuer,C,25,1792
1986,Ron Brewer,SG,30,570
1986,Ron Brewer,SG,30,18
1986,Ron Brewer,SG,30,552
1986,Frank Brickowski,C,26,311
1986,Junior Bridgeman,SF,32,1161
1986,Mike Brittain,C,22,219
1986,Tony Brown,SG,25,132
1986,Wallace Bryant,C,26,218
1986,Wallace Bryant,C,26,154
1986,Wallace Bryant,C,26,64
1986,Quinn Buckner,PG,31,419
1986,Michael Cage,PF,24,1566
1986,Tony Campbell,SF,23,1292
1986,Rick Carlisle,SG,26,760
1986,Antoine Carr,PF,24,258
1986,Kenny Carr,PF,30,1557
1986,Joe Barry Carroll,C,27,2801
1986,Butch Carter,SG,27,67
1986,Butch Carter,SG,27,31
1986,Butch Carter,SG,27,36
1986,Bill Cartwright,C,28,36
1986,Terry Catledge,PF,22,1092
1986,Bobby Cattage,PF,27,185
1986,Tom Chambers,PF,26,2019
1986,Lorenzo Charles,SF,22,273
1986,Maurice Cheeks,PG,29,3270
1986,Fred Cofield,PG,24,469
1986,Steve Colter,PG,23,1868
1986,Lester Conner,PG,26,413
1986,Darwin Cook,PG,27,1965
1986,Jeff Cook,PF,29,373
1986,Jeff Cook,PF,29,356
1986,Jeff Cook,PF,29,17
1986,David Cooke,PF,22,38
1986,Michael Cooper,SG,29,2269
1986,Wayne Cooper,C,29,2112
1986,Tyrone Corbin,SF,23,174
1986,Dave Corzine,C,29,1709
1986,Ron Crevier,C,27,4
1986,Ron Crevier,C,27,1
1986,Ron Crevier,C,27,3
1986,Jeff Cross,PF,24,128
1986,Pat Cummings,C,29,1007
1986,Terry Cummings,PF,24,2669
1986,Earl Cureton,PF,28,2017
1986,Quintin Dailey,SG,25,723
1986,Adrian Dantley,SF,30,2744
1986,Brad Davis,PG,30,1971
1986,Charles Davis,SF,27,873
1986,Johnny Davis,SG,30,1014
1986,Johnny Davis,SG,30,612
1986,Johnny Davis,SG,30,402
1986,Walter Davis,SG,31,2239
1986,Darryl Dawkins,C,29,1207
1986,Darren Daye,SF,25,1075
1986,James Donaldson,C,28,2682
1986,James Donaldson,C,28,441
1986,James Donaldson,C,28,2241
1986,Larry Drew,PG,27,1971
1986,Clyde Drexler,SG,23,2576
1986,Joe Dumars,SG,22,1957
1986,T.R. Dunn,SG,30,2401
1986,Devin Durrant,SF,25,51
1986,Mark Eaton,C,29,2551
1986,Franklin Edwards,PG,26,1491
1986,James Edwards,C,30,1314
1986,Craig Ehlo,SG,24,199
1986,Dale Ellis,SF,25,1086
1986,Alex English,SF,32,3024
1986,Julius Erving,SF,35,2474
1986,Mike Evans,PG,30,1389
1986,Patrick Ewing,C,23,1771
1986,Kenny Fields,SF,23,1120
1986,Vern Fleming,PG,23,2870
1986,Sleepy Floyd,PG,25,2764
1986,Rod Foster,PG,25,704
1986,World B. Free,SG,32,2535
1986,Bill Garnett,PF,25,1197
1986,George Gervin,SG,33,2065
1986,Mike Gibson,PF,25,161
1986,Artis Gilmore,C,36,2395
1986,Mike Glenn,SG,30,573
1986,Georgi Glouchkov,PF,26,772
1986,Mike Gminski,C,26,2525
1986,Lancaster Gordon,SG,23,704
1986,Stuart Gray,C,22,423
1986,A.C. Green,PF,22,1542
1986,Ken Green,PF,26,72
1986,Kenny Green,SF,21,453
1986,Kenny Green,SF,21,221
1986,Kenny Green,SF,21,232
1986,Rickey Green,PG,31,2012
1986,Sidney Green,PF,25,2307
1986,Dave Greenwood,PF,28,1910
1986,Claude Gregory,PF,27,2
1986,Ernie Grunfeld,SF,30,1402
1986,Pétur Guðmundsson,C,27,128
1986,Bob Hansen,SG,25,2032
1986,Bill Hanzlik,SF,28,1982
1986,Derek Harper,PG,24,2150
1986,Steve Harris,SG,22,482
1986,Scott Hastings,PF,25,650
1986,Steve Hayes,C,30,397
1986,Gerald Henderson,PG,30,2568
1986,Jerome Henderson,C,26,3
1986,Carl Henry,SG,25,149
1986,Rod Higgins,SF,26,332
1986,Rod Higgins,SF,26,94
1986,Rod Higgins,SF,26,128
1986,Rod Higgins,SF,26,29
1986,Rod Higgins,SF,26,81
1986,Roy Hinson,SF,24,2834
1986,Craig Hodges,SG,25,1739
1986,Michael Holton,PG-SG,24,512
1986,Michael Holton,SG,24,65
1986,Michael Holton,PG,24,447
1986,Phil Hubbard,SF,29,640
1986,Alfredrick Hughes,SG,23,866
1986,Jay Humphries,PG,23,2733
1986,Geoff Huston,PG,28,1208
1986,Marc Iavaroni,PF,29,1014
1986,Marc Iavaroni,PF,29,669
1986,Marc Iavaroni,PF,29,345
1986,Clemon Johnson,C,29,1069
1986,Dennis Johnson,PG,31,2732
1986,Eddie Johnson,SF,26,2514
1986,Eddie Johnson,SG,30,1477
1986,Eddie Johnson,SG,30,862
1986,Eddie Johnson,SG,30,615
1986,Frank Johnson,PG,27,402
1986,George Johnson,C,37,264
1986,George Johnson,PF,29,7
1986,Ken Johnson,PF,23,815
1986,Magic Johnson,PG,26,2578
1986,Marques Johnson,SG,29,2605
1986,Mickey Johnson,PF,33,1574
1986,Steve Johnson,C,28,1828
1986,Vinnie Johnson,SG,29,1978
1986,Bobby Jones,PF,34,1519
1986,Caldwell Jones,C,35,1437
1986,Charles Jones,C,28,1609
1986,Charles Jones,PF,24,742
1986,Earl Jones,C,25,43
1986,Edgar Jones,PF,29,1011
1986,Ozell Jones,C,25,18
1986,Michael Jordan,SG,22,451
1986,Yvon Joseph,C,28,5
1986,Harold Keeling,SG,22,75
1986,Rich Kelley,C,32,324
1986,Clark Kellogg,PF,24,568
1986,Jerome Kersey,SF,23,1217
1986,Albert King,SF,26,1998
1986,Greg Kite,C,24,464
1986,Joe Kleine,C,24,1180
1986,Jon Koncak,C,22,1695
1986,Mitch Kupchak,PF,31,783
1986,Bill Laimbeer,C,28,2891
1986,Jeff Lamp,SF,26,1321
1986,Jeff Lamp,SF,26,701
1986,Jeff Lamp,SF,26,620
1986,Allen Leavell,PG,28,1190
1986,Keith Lee,PF,23,1197
1986,Ronnie Lester,PG,27,222
1986,Fat Lever,PG,25,2616
1986,Cliff Levingston,PF,25,1945
1986,Alton Lister,C,27,1812
1986,Lewis Lloyd,SG,26,2444
1986,John Long,SG,29,1176
1986,John Lucas,PG,32,2120
1986,Maurice Lucas,PF,33,1750
1986,Kyle Macy,PG,28,2426
1986,Rick Mahorn,PF,27,1442
1986,Jeff Malone,SG,24,2992
1986,Karl Malone,PF,22,2475
1986,Moses Malone,C,30,2706
1986,Pace Mannion,SF,25,673
1986,Bill Martin,SF,23,691
1986,Brian Martin,SF-PF,23,21
1986,Brian Martin,PF,23,7
1986,Brian Martin,SF,23,14
1986,Wes Matthews,PG,26,1853
1986,Cedric Maxwell,SF,30,2458
1986,Bob McAdoo,C,34,609
1986,Dwayne McClain,SF,22,461
1986,Tim McCormick,C,23,1705
1986,Rodney McCray,SF,24,2610
1986,Xavier McDaniel,SF,22,2706
1986,Ben McDonald,SF,23,266
1986,Hank McDowell,PF,26,204
1986,Mike McGee,SF,26,1213
1986,Kevin McHale,PF,28,2397
1986,Kevin McKenna,SG,27,430
1986,Billy McKinney,PG,30,83
1986,Tom McMillen,C,33,863
1986,Chris McNealy,PF,24,627
1986,Dirk Minniefield,PG,25,1131
1986,Mike Mitchell,SF,30,2970
1986,Paul Mokeski,C,29,521
1986,Sidney Moncrief,PG,28,2567
1986,Johnny Moore,PG,27,856
1986,Perry Moss,PG,27,1012
1986,Perry Moss,PG,27,160
1986,Perry Moss,PG,27,852
1986,Chris Mullin,SG,22,1391
1986,Jay Murphy,SF,23,100
1986,Larry Nance,PF,26,2484
1986,Calvin Natt,PF,29,2007
1986,Chuck Nevitt,C,26,126
1986,Chuck Nevitt,C,26,25
1986,Chuck Nevitt,C,26,101
1986,Kurt Nimphius,PF,27,2226
1986,Kurt Nimphius,PF,27,280
1986,Kurt Nimphius,PF,27,1946
1986,Norm Nixon,PG,30,2138
1986,Mike O'Koren,SF,27,1031
1986,Charles Oakley,PF,22,1772
1986,Hakeem Olajuwon,C,23,2467
1986,Mark Olberding,PF,29,2157
1986,Jawann Oldham,C,28,1276
1986,Louis Orr,SF,27,2237
1986,Robert Parish,C,32,2567
1986,Jim Paxson,SG,28,1931
1986,John Paxson,PG,25,1570
1986,Sam Perkins,PF,24,2626
1986,Jim Petersen,PF,23,1664
1986,Michael Phelps,SG,24,880
1986,Ricky Pierce,SG,26,2147
1986,Ed Pinckney,SF,22,1602
1986,Charles Pittman,PF,27,1132
1986,David Pope,SF,23,74
1986,Ben Poquette,PF,30,1496
1986,Terry Porter,PG,22,1214
1986,Paul Pressey,SF,27,2704
1986,Kurt Rambis,PF,27,1573
1986,Kelvin Ransey,PG,27,1504
1986,Blair Rasmussen,C,23,330
1986,Robert Reid,SF,30,2157
1986,Jerry Reynolds,SF,23,508
1986,Clint Richardson,SG,29,2224
1986,Micheal Ray Richardson,PG,30,1604
1986,Doc Rivers,PG,24,1571
1986,Fred Roberts,PF,25,469
1986,Alvin Robertson,SG,23,2878
1986,Rick Robey,C,30,629
1986,Cliff Robinson,SF,25,2563
1986,Tree Rollins,C,30,1781
1986,Dan Roundfield,PF,32,2321
1986,Derrick Rowland,SG,26,9
1986,Jeff Ruland,PF,27,1114
1986,Walker Russell,PG,25,2
1986,Ralph Sampson,PF,25,2864
1986,Mike Sanders,SF,25,1644
1986,Danny Schayes,C,26,1654
1986,Detlef Schrempf,SF,23,969
1986,Byron Scott,SG,24,2190
1986,Carey Scurry,SF,23,1168
1986,Lonnie Shelton,PF,30,682
1986,Purvis Short,SF,28,2427
1986,Jerry Sichting,PG,29,1596
1986,Jack Sikma,C,30,2790
1986,Derek Smith,SG,24,339
1986,Larry Smith,PF,28,2441
1986,Mike Smrek,C,23,408
1986,Ricky Sobers,SG,33,1279
1986,Rory Sparrow,PG,27,2344
1986,Larry Spriggs,SF,26,471
1986,Terence Stansbury,SG,24,1331
1986,Steve Stipanovich,C,25,2397
1986,Alex Stivrins,SF,23,14
1986,John Stockton,PG,23,1935
1986,Greg Stokes,PF,22,350
1986,Jon Sundvold,PG,24,1150
1986,Terry Teagle,SG,25,2158
1986,Reggie Theus,SG,28,2919
1986,Peter Thibeaux,SF,24,531
1986,David Thirdkill,PF,25,385
1986,Isiah Thomas,PG,24,2790
1986,Jim Thomas,SG,25,69
1986,Bernard Thompson,SG,23,1281
1986,LaSalle Thompson,C,24,2377
1986,Mychal Thompson,C,31,2569
1986,Paul Thompson,SF,24,432
1986,Bob Thornton,PF,23,1323
1986,Otis Thorpe,PF,23,1675
1986,Sedale Threatt,SG,24,1754
1986,Wayman Tisdale,PF,21,2277
1986,Andrew Toney,SG,28,84
1986,Sedric Toney,PG,23,230
1986,Sedric Toney,PG,23,24
1986,Sedric Toney,PG,23,206
1986,Kelly Tripucka,SF,26,2626
1986,Trent Tucker,SG,26,1788
1986,Elston Turner,SG,26,1324
1986,Jeff Turner,PF,23,650
1986,Melvin Turpin,C,25,2292
1986,Terry Tyler,SF,29,1651
1986,Darnell Valentine,PG,26,1217
1986,Darnell Valentine,PG,26,734
1986,Darnell Valentine,PG,26,483
1986,Kiki Vandeweghe,SF,27,2791
1986,Nick Vanos,C,22,202
1986,Pete Verhoeven,PF,26,749
1986,Jay Vincent,PF,26,1994
1986,Sam Vincent,SG,22,432
1986,Danny Vranes,SF,27,1569
1986,Granville Waiters,C,25,156
1986,Darrell Walker,PG,24,2023
1986,Bill Walton,C,33,1546
1986,Bryan Warrick,PG,26,685
1986,Bryan Warrick,PG,26,27
1986,Bryan Warrick,PG,26,658
1986,Spud Webb,PG,22,1229
1986,Scott Wedman,SF,33,1402
1986,Bill Wennington,C,22,562
1986,Mark West,C,25,1172
1986,Ennis Whatley,PG,23,107
1986,Ennis Whatley,PG,23,66
1986,Ennis Whatley,PG,23,27
1986,Ennis Whatley,PG,23,14
1986,Rory White,SF,26,1761
1986,Willie White,SG,23,343
1986,Jerome Whitehead,C,29,1079
1986,Mitchell Wiggins,SG,26,1198
1986,Jamaal Wilkes,SF,32,195
1986,Dominique Wilkins,SF,26,3049
1986,Gerald Wilkins,SG,22,2025
1986,Jeff Wilkins,C,30,1126
1986,Jeff Wilkins,C,30,604
1986,Jeff Wilkins,C,30,522
1986,Buck Williams,PF,25,3070
1986,Freeman Williams,SG,29,110
1986,Gus Williams,PG,32,2284
1986,Guy Williams,PF,25,25
1986,Herb Williams,C,27,2770
1986,Pete Williams,PF,20,573
1986,Ray Williams,PG,31,827
1986,Ray Williams,PG,31,367
1986,Ray Williams,PG,31,397
1986,Ray Williams,PG,31,63
1986,Sly Williams,SF,28,54
1986,Kevin Willis,PF,23,2300
1986,Voise Winters,SF,23,17
1986,Randy Wittman,SG,26,2760
1986,Al Wood,SG,27,1749
1986,Leon Wood,PG,23,1198
1986,Leon Wood,PG,23,455
1986,Leon Wood,PG,23,743
1986,Mike Woodson,SG,27,2417
1986,Orlando Woolridge,SF,26,2248
1986,James Worthy,SF,24,2454
1986,Danny Young,PG,23,1901
1986,Michael Young,SF,25,2
1987,Kareem Abdul-Jabbar,C,39,2441
1987,Alvan Adams,C,32,1690
1987,Michael Adams,PG,24,1303
1987,Rafael Addison,SF,22,711
1987,Mark Aguirre,SF,27,2663
1987,Danny Ainge,SG,27,2499
1987,Mark Alarie,PF,23,1110
1987,Richard Anderson,PF,26,312
1987,Ron Anderson,SF,28,721
1987,John Bagley,PG,26,2182
1987,James Bailey,PF,29,542
1987,Thurl Bailey,PF,25,2155
1987,Greg Ballard,SF,32,1579
1987,Gene Banks,SF,27,1822
1987,Charles Barkley,PF,23,2740
1987,John Battle,SG,24,804
1987,William Bedford,C,23,979
1987,Benoit Benjamin,C,22,2230
1987,Kent Benson,C,32,895
1987,Walter Berry,SF-PF,22,1586
1987,Walter Berry,PF,22,19
1987,Walter Berry,SF,22,1567
1987,Joe Binion,PF,25,51
1987,Larry Bird,SF,30,3005
1987,Otis Birdsong,SG,31,127
1987,Uwe Blab,C,24,160
1987,Rolando Blackman,SG,27,2758
1987,Manute Bol,C,24,1552
1987,Sam Bowie,C,25,163
1987,Dudley Bradley,SG,29,900
1987,Adrian Branch,SF,23,219
1987,Randy Breuer,C,26,1467
1987,Frank Brickowski,PF-C,27,487
1987,Frank Brickowski,PF,27,404
1987,Frank Brickowski,C,27,83
1987,Junior Bridgeman,SF,33,418
1987,Mike Brittain,C,23,29
1987,Michael Brooks,SF,28,148
1987,Mike Brown,C,23,818
1987,Tony Brown,SG,26,2339
1987,Michael Cage,PF,25,2922
1987,Tony Campbell,SF,24,332
1987,Rick Carlisle,SG,27,297
1987,Antoine Carr,PF,25,695
1987,Kenny Carr,PF,31,1443
1987,Joe Barry Carroll,C,28,2724
1987,Bill Cartwright,C,29,1989
1987,Terry Catledge,PF,23,2149
1987,Tom Chambers,PF,27,3018
1987,Maurice Cheeks,PG,30,2624
1987,Fred Cofield,PG,25,27
1987,Ben Coleman,C,25,1029
1987,Don Collins,SF,28,57
1987,Steve Colter,PG,24,1322
1987,Steve Colter,PG,24,473
1987,Steve Colter,PG,24,849
1987,Darwin Cook,SG,28,1420
1987,Michael Cooper,SG,30,2253
1987,Wayne Cooper,C,30,1561
1987,Tyrone Corbin,SF,24,1170
1987,Tyrone Corbin,SF,24,732
1987,Tyrone Corbin,SF,24,438
1987,Dave Corzine,C,30,2287
1987,Pat Cummings,PF,30,1056
1987,Terry Cummings,PF,25,2770
1987,Earl Cureton,C,29,1973
1987,Earl Cureton,C,29,1105
1987,Earl Cureton,C,29,868
1987,Dell Curry,SG,22,636
1987,Quintin Dailey,SG,26,924
1987,Adrian Dantley,SF,31,2736
1987,Brad Daugherty,C,21,2695
1987,Brad Davis,PG,31,1582
1987,Walter Davis,SG,32,2646
1987,Darryl Dawkins,C,30,106
1987,Johnny Dawkins,PG,23,1682
1987,Darren Daye,SF,26,731
1987,Darren Daye,SF,26,7
1987,Darren Daye,SF,26,724
1987,James Donaldson,C,29,3028
1987,Bruce Douglas,SG,22,98
1987,Greg Dreiling,C,24,128
1987,Larry Drew,PG,28,1566
1987,Clyde Drexler,SG,24,3114
1987,Kevin Duckworth,C,22,875
1987,Kevin Duckworth,C,22,122
1987,Kevin Duckworth,C,22,753
1987,Joe Dumars,SG,23,2439
1987,T.R. Dunn,SG,31,1932
1987,Mark Eaton,C,30,2505
1987,Jerry Eaves,PG,27,26
1987,Franklin Edwards,PG,27,122
1987,James Edwards,C,31,304
1987,Craig Ehlo,SG,25,890
1987,Dale Ellis,SG,26,3073
1987,Chris Engler,C,27,195
1987,Chris Engler,C,27,17
1987,Chris Engler,C,27,48
1987,Chris Engler,C,27,130
1987,Alex English,SF,33,3085
1987,Julius Erving,SF,36,1918
1987,Mike Evans,SG,31,1567
1987,Patrick Ewing,PF,24,2206
1987,Dave Feitl,C,24,498
1987,Kenny Fields,SF,24,883
1987,Kenny Fields,SF,24,22
1987,Kenny Fields,SF,24,861
1987,Vern Fleming,PG,24,2549
1987,Sleepy Floyd,PG,26,3064
1987,World B. Free,SG,33,285
1987,Kenny Gattison,PF,22,1104
1987,Artis Gilmore,C,37,2405
1987,Mike Glenn,SG,31,34
1987,Mike Gminski,C,27,2272
1987,Grant Gondrezick,SG,24,836
1987,Lancaster Gordon,SG,24,1130
1987,Stewart Granger,PG,25,166
1987,Stuart Gray,C,23,456
1987,A.C. Green,PF,23,2240
1987,Kenny Green,SF,22,172
1987,Rickey Green,PG,32,2090
1987,Sidney Green,PF,26,1792
1987,Dave Greenwood,PF,29,2587
1987,Darrell Griffith,SG,28,1843
1987,Bob Hansen,SG,26,1453
1987,Bill Hanzlik,PF,29,1990
1987,Derek Harper,PG,25,2556
1987,Ron Harper,SG,23,3064
1987,Steve Harris,SG,23,1174
1987,Scott Hastings,PF,26,256
1987,Cedric Henderson,PF,21,16
1987,Cedric Henderson,PF,21,10
1987,Cedric Henderson,PF,21,6
1987,Gerald Henderson,PG,31,2045
1987,Gerald Henderson,PG,31,155
1987,Gerald Henderson,PG,31,1890
1987,Jerome Henderson,PF,27,36
1987,Kevin Henderson,PG,22,45
1987,Conner Henry,SG,23,323
1987,Conner Henry,SG,23,92
1987,Conner Henry,SG,23,231
1987,Rod Higgins,SF,27,1497
1987,Roy Hinson,SF,25,2489
1987,Craig Hodges,PG,26,2147
1987,Michael Holton,PG,25,479
1987,Jeff Hornacek,SG,23,1561
1987,Phil Hubbard,SF,30,2083
1987,Jay Humphries,PG,24,2579
1987,Geoff Huston,PG,29,428
1987,Marc Iavaroni,PF,30,845
1987,Myron Jackson,PG,22,22
1987,Buck Johnson,SF,23,520
1987,Clemon Johnson,C,30,1051
1987,Dennis Johnson,PG,32,2933
1987,Eddie Johnson,SG,31,508
1987,Eddie Johnson,SF,27,2457
1987,Frank Johnson,PG,28,399
1987,Magic Johnson,PG,27,2904
1987,Marques Johnson,SF,30,302
1987,Steffond Johnson,PF,24,234
1987,Steve Johnson,C,29,2345
1987,Vinnie Johnson,SG,30,2166
1987,Anthony Jones,SF-SG,24,858
1987,Anthony Jones,SG,24,114
1987,Anthony Jones,SF,24,744
1987,Caldwell Jones,PF,36,1578
1987,Charles Jones,PF,29,1609
1987,Michael Jordan,SG,23,3281
1987,Clark Kellogg,PF,25,60
1987,Tim Kempton,PF,23,936
1987,Jerome Kersey,SF,24,2088
1987,Albert King,SF,27,1291
1987,Bernard King,SF,30,214
1987,Curtis Kitchen,PF,23,31
1987,Greg Kite,C,25,745
1987,Joe Kleine,C,25,1658
1987,Jon Koncak,C,23,1684
1987,Larry Krystkowiak,PF,22,1004
1987,Bill Laimbeer,C,29,2854
1987,Jim Lampley,C,26,16
1987,Allen Leavell,PG,29,1175
1987,Keith Lee,PF,24,870
1987,Fat Lever,PG,26,3054
1987,Cliff Levingston,PF,26,1848
1987,Alton Lister,C,28,2288
1987,Lewis Lloyd,SG,27,688
1987,John Long,SG,30,2265
1987,John Lucas,PG,33,1358
1987,Maurice Lucas,PF,34,1120
1987,Kyle Macy,PG,29,1250
1987,Rick Mahorn,PF,28,1278
1987,Jeff Malone,SG,25,2763
1987,Karl Malone,PF,23,2857
1987,Moses Malone,C,31,2488
1987,Pace Mannion,SF,26,284
1987,Bill Martin,SF,24,68
1987,Fernando Martín,C,24,146
1987,Maurice Martin,SF,22,286
1987,Wes Matthews,PG,27,532
1987,Cedric Maxwell,SF,31,1968
1987,Cedric Maxwell,SF,31,1132
1987,Cedric Maxwell,SF,31,836
1987,Tim McCormick,C,24,2817
1987,Rodney McCray,SF,25,3136
1987,Scooter McCray,PF,26,279
1987,Xavier McDaniel,SF,23,3031
1987,Ben McDonald,PF,24,1284
1987,Hank McDowell,PF,27,70
1987,Mike McGee,SF,27,1420
1987,Kevin McHale,PF,29,3060
1987,Kevin McKenna,SG,28,942
1987,Forrest McKenzie,SF,23,42
1987,Nate McMillan,PG,22,1972
1987,Mark McNamara,C,27,113
1987,Chris McNealy,PF,25,972
1987,Cozell McQueen,PF,25,7
1987,Dirk Minniefield,PG,26,1600
1987,Dirk Minniefield,PG,26,122
1987,Dirk Minniefield,PG,26,1478
1987,Mike Mitchell,SF,31,922
1987,Paul Mokeski,C,30,626
1987,Sidney Moncrief,SG,29,992
1987,Johnny Moore,PG,28,1234
1987,Perry Moss,PG,28,698
1987,Chris Mullin,SG,23,2377
1987,Jay Murphy,PF,24,141
1987,Pete Myers,SG,23,155
1987,Larry Nance,PF,27,2569
1987,Calvin Natt,PF,30,20
1987,Ed Nealy,PF,26,980
1987,Chuck Nevitt,C,27,267
1987,Johnny Newman,SF,23,630
1987,Kurt Nimphius,PF,28,1088
1987,Kurt Nimphius,PF,28,811
1987,Kurt Nimphius,PF,28,277
1987,Dennis Nutt,PG,23,91
1987,Mike O'Koren,SF,28,123
1987,Charles Oakley,PF,23,2980
1987,Hakeem Olajuwon,C,24,2760
1987,Mark Olberding,PF,30,1002
1987,Jawann Oldham,C,29,776
1987,Louis Orr,SF,28,1440
1987,Robert Parish,C,33,2995
1987,Jim Paxson,SG,29,1798
1987,John Paxson,PG,26,2689
1987,Sam Perkins,PF,25,2687
1987,Chuck Person,SF,22,2956
1987,Jim Petersen,PF,24,2403
1987,Michael Phelps,SG,25,469
1987,Ricky Pierce,SG,27,2505
1987,Ed Pinckney,SF,23,2250
1987,Dwayne Polee,SG,23,6
1987,Ben Poquette,PF,31,604
1987,Ben Poquette,PF,31,437
1987,Ben Poquette,PF,31,167
1987,Terry Porter,PG,23,2714
1987,Paul Pressey,SF,28,2057
1987,Harold Pressley,SF,23,913
1987,Mark Price,PG,22,1217
1987,Kurt Rambis,PF,28,1514
1987,Blair Rasmussen,C,24,1421
1987,Robert Reid,SG,31,2594
1987,Jerry Reynolds,SF,24,963
1987,Clint Richardson,SG,30,1396
1987,Doc Rivers,PG,25,2590
1987,Fred Roberts,PF,26,1079
1987,Alvin Robertson,SG,24,2697
1987,Cliff Robinson,PF,26,1586
1987,Dennis Rodman,SF,25,1155
1987,Johnny Rogers,PF,23,468
1987,Tree Rollins,C,31,1764
1987,Dan Roundfield,PF,33,669
1987,Ron Rowan,SG,24,16
1987,Jeff Ruland,PF,28,116
1987,Walker Russell,PG,26,511
1987,John Salley,C,22,1463
1987,Ralph Sampson,PF,26,1326
1987,Mike Sanders,SF,26,1655
1987,Danny Schayes,C,27,1556
1987,Russ Schoene,PF,26,579
1987,Detlef Schrempf,SF,24,1711
1987,John Schweitz,SG,26,7
1987,Byron Scott,SG,25,2729
1987,Carey Scurry,SF,24,753
1987,Brad Sellers,PF,24,1751
1987,Purvis Short,SF,29,950
1987,Jerry Sichting,PG,30,1566
1987,Jack Sikma,C,31,2536
1987,McKinley Singleton,PG,25,10
1987,Scott Skiles,PG,22,205
1987,Clinton Smith,SG,23,341
1987,Derek Smith,SG,25,1658
1987,Keith Smith,SG,22,461
1987,Larry Smith,PF,29,2374
1987,Otis Smith,SG,23,168
1987,Mike Smrek,C,24,233
1987,Rory Sparrow,PG,28,1951
1987,Terence Stansbury,SG,25,375
1987,Brook Steppe,SG,27,665
1987,Steve Stipanovich,C,26,2761
1987,John Stockton,PG,24,1858
1987,Jon Sundvold,PG,25,1765
1987,Roy Tarpley,PF,22,1405
1987,Jeff Taylor,SG,27,44
1987,Terry Teagle,SG,26,1650
1987,Reggie Theus,PG,29,2872
1987,David Thirdkill,SF,26,89
1987,Isiah Thomas,PG,25,3013
1987,Bernard Thompson,SF,24,331
1987,Billy Thompson,SF,23,762
1987,LaSalle Thompson,C,25,2166
1987,Mychal Thompson,PF,32,1890
1987,Mychal Thompson,PF,32,1210
1987,Mychal Thompson,PF,32,680
1987,Bob Thornton,PF,24,282
1987,Otis Thorpe,PF,24,2956
1987,Sedale Threatt,PG,25,1446
1987,Sedale Threatt,PG,25,668
1987,Sedale Threatt,PG,25,778
1987,Wayman Tisdale,PF,22,2159
1987,Andrew Toney,SG,29,1058
1987,Kelly Tripucka,SF,27,1865
1987,Trent Tucker,SG,27,1691
1987,Andre Turner,PG,22,18
1987,Elston Turner,SF,27,936
1987,Jeff Turner,PF,24,1003
1987,Melvin Turpin,C,26,801
1987,Terry Tyler,SF,30,1930
1987,Darnell Valentine,PG,27,1759
1987,Kiki Vandeweghe,SF,28,3029
1987,Nick Vanos,C,23,640
1987,Pete Verhoeven,PF,27,44
1987,Jay Vincent,SF,27,1386
1987,Sam Vincent,PG,23,374
1987,Danny Vranes,SF,28,817
1987,Granville Waiters,C,26,534
1987,Darrell Walker,PG,25,2020
1987,Kenny Walker,SF,22,1719
1987,Bill Walton,C,34,112
1987,Chris Washburn,C,21,385
1987,Pearl Washington,PG,23,1600
1987,Spud Webb,PG,23,532
1987,Marvin Webster,C,34,102
1987,Scott Wedman,SF,34,78
1987,Bill Wennington,C,23,560
1987,Mark West,C,26,1333
1987,Ennis Whatley,PG,24,1816
1987,Rory White,SF,27,1545
1987,Jerome Whitehead,C,30,937
1987,Mitchell Wiggins,SG,27,788
1987,Dominique Wilkins,SF,27,2969
1987,Eddie Lee Wilkins,PF,24,454
1987,Gerald Wilkins,SG,23,2758
1987,Buck Williams,PF,26,2976
1987,Gus Williams,SG,33,481
1987,Herb Williams,PF,28,2526
1987,Hot Rod Williams,PF,24,2714
1987,John Williams,SF,20,1773
1987,Kevin Williams,SG,25,703
1987,Pete Williams,PF,21,10
1987,Ray Williams,PG,32,800
1987,Kevin Willis,PF,24,2626
1987,Michael Wilson,SG-PG,27,45
1987,Michael Wilson,SG,27,43
1987,Michael Wilson,PG,27,2
1987,Othell Wilson,PG,25,789
1987,David Wingate,SG,23,1612
1987,Randy Wittman,SG,27,2049
1987,Al Wood,SG,28,657
1987,Leon Wood,PG,24,1733
1987,Mike Woodson,SG,28,2126
1987,Orlando Woolridge,SF,27,2638
1987,James Worthy,SF,25,2819
1987,Brad Wright,PF,24,138
1987,Danny Young,PG,24,1482
1987,Perry Young,SG,23,72
1987,Perry Young,SG,23,20
1987,Perry Young,SG,23,52
1988,Kareem Abdul-Jabbar,C,40,2308
1988,Mark Acres,C,25,1151
1988,Alvan Adams,C,33,1646
1988,Michael Adams,PG,25,2778
1988,Mark Aguirre,SF,28,2610
1988,Danny Ainge,SG,28,3018
1988,Mark Alarie,PF,24,769
1988,Steve Alford,PG,23,197
1988,Greg Anderson,PF,23,1984
1988,Richard Anderson,PF,27,1350
1988,Richard Anderson,PF,27,53
1988,Richard Anderson,PF,27,1297
1988,Ron Anderson,SF,29,1097
1988,Joe Arlauckas,SF,22,85
1988,Vincent Askew,SG,21,234
1988,John Bagley,PG,27,2774
1988,James Bailey,PF,30,869
1988,Thurl Bailey,SF,26,2804
1988,Charles Barkley,PF,24,3170
1988,John Battle,SG,25,1227
1988,William Bedford,C,24,298
